Book Title,Cleaned?,Author Last Name,Author First/Middle,Book Series,Vol. #,Cover Type,Category,Condition,Date Purchased,Source,Seller,Order #,Thriftbooks Price,Purchase Price,Our Price,Profit Est.,Author Fullname,Pulled to Read
Black River Orchard,FALSE,Wendig,Chuck,,,Hard,Mainstream,Like New,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Chuck Wendig,TRUE
The Reapers,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Haunting of Blackwood House,FALSE,Coates,Darcy,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Darcy Coates,TRUE
The Saturday Night Ghost Club,FALSE,Davidson,Craig,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Craig Davidson,TRUE
The Gates,TRUE,Connolly,John,Samuel Johnson,1,Hard,YA/Nostalgia,Like New,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
Little Heaven,TRUE,Cutter,Nick,,,Paper,Mainstream,Like New,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Nick Cutter,FALSE
Summer of Night,FALSE,Simmons,Dan,,,Paper,Mainstream,Like New,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Dan Simmons,TRUE
The Haunting of Ashburn House,FALSE,Coates,Darcy,,,Paper,Mainstream,Like New,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Darcy Coates,TRUE
The Creeps,TRUE,Connolly,John,Samuel Johnson,3,Hard,YA/Nostalgia,Like New,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Devil Takes You Home,TRUE,Iglesias,Gabino,,,Hard,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Gabino Iglesias,FALSE
The Black Angel,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The White Road,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
Killing Kind,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Unquiet,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
Every Dead Thing,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
Nocturnes,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Wrath of Angels,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Reapers,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Woman in the Woods,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Unquiet,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Burning Soul,TRUE,Connolly,John,,,Paper,Mainstream,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,John Connolly,FALSE
The Town,TRUE,Little,Bentley,,,Paper,PFH/Vintage,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Bentley Little,FALSE
Dispatch,TRUE,Little,Bentley,,,Paper,PFH/Vintage,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Bentley Little,FALSE
The Burning,TRUE,Little,Bentley,,,Paper,PFH/Vintage,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Bentley Little,FALSE
The Disappearance,TRUE,Little,Bentley,,,Paper,PFH/Vintage,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Bentley Little,FALSE
The Summoning,TRUE,Little,Bentley,,,Paper,PFH/Vintage,Very Good,12/4/2025,pangoBooks,MyBrothersBooks,4UP-3HT,,$2.96,,,Bentley Little,FALSE
The Devil's Cat,TRUE,Johnstone,William W.,,,Paper,PFH/Vintage,Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.25,,,William W. Johnstone,FALSE
Five Nights at Freddy's Into the Pit,FALSE,Cawthon,Scott,Fazbear's Frights,1,Paper,YA/Nostalgia,Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.25,,,Scott Cawthon,FALSE
Odd Apocalypse,FALSE,Koontz,Dean R.,,,Hard,Mainstream,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.25,,,Dean R. Koontz,FALSE
The Book of the Dead,TRUE,Preston + Child,Douglas + Lincoln,,,Hard,Mainstream,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.25,,,Douglas + Lincoln Preston + Child,FALSE
Hannibal,FALSE,Harris,Thomas,,,Hard,Mainstream,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.25,,,Thomas Harris,FALSE
Cemetary Dance,FALSE,Preston + Child,Douglas + Lincoln,,,Hard,Mainstream,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.25,,,Douglas + Lincoln Preston + Child,FALSE
White Shark,FALSE,Benchley,Peter,,,Hard,Mainstream,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.25,,,Peter Benchley,FALSE
Area 51: Nosferatu,TRUE,Doherty,Robert,,,Paper,Mainstream,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.25,,,Robert Doherty,FALSE
The Tomb,TRUE,Wilson,F. Paul,,,Paper,PFH/Vintage,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.08,,,F. Paul Wilson,FALSE
This Rage of Echoes,TRUE,Clark,Simon,,,Paper,Mainstream,Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.08,,,Simon Clark,FALSE
The Night House,FALSE,Nesbo,Jo,,,Hard,Mainstream,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.10,,,Jo Nesbo,FALSE
Ghost Story,FALSE,Straub,Peter,,,Hard,Mainstream,Very Good,12/6/2025,Library,Del Webb Library,DW-25-12-06-LS,,$0.10,,,Peter Straub,FALSE
The Night Eternal,FALSE,Del Toro,Guillermo,The Strain,2,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Guillermo Del Toro,FALSE
Changes,FALSE,Butcher,Jim,The Dresden Files,,Hard,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.69,,,Jim Butcher,FALSE
The Walking,FALSE,Little,Bentley,,,Paper,PFH/Vintage,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Bentley Little,FALSE
Mr. X,FALSE,Straub,Peter,,,Paper,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.00,,,Peter Straub,FALSE
Dracula,FALSE,Stoker,Bram,,,Paper,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Bram Stoker,FALSE
The Haunting of Falcon House,FALSE,Yelchin,Eugene,,,Hard,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Eugene Yelchin,FALSE
The House Across the Lake,FALSE,Sager,Riley,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Riley Sager,FALSE
The Woman in the Window,FALSE,Finn,A.J.,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,A.J. Finn,FALSE
The Chill,FALSE,Carson,Scott,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Scott Carson,FALSE
The Forbidden Zone,FALSE,Strieber,Whitley,,,Hard,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Whitley Strieber,FALSE
Cabal,FALSE,Barker,Clive,,,Hard,PFH/Vintage,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Clive Barker,FALSE
I'll Be Gone in the Dark,FALSE,McNamara,Michelle,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Michelle McNamara,FALSE
The Devil in the White City,FALSE,Larson,Erik,,,Paper,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Erik Larson,FALSE
The Last Kids on Earth and the Cosmic Beyond,FALSE,Braller,Max,The Last Kids on Earth,,Hard,YA/Nostalgia,Like New,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Max Braller,FALSE
Intensity,FALSE,Koontz,Dean R.,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Dean R. Koontz,FALSE
The Green Mile,FALSE,King,Stephen,,,Paper,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$2.70,,,Stephen King,FALSE
The Tale of the Body Thief,FALSE,Rice,Anne,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Anne Rice,FALSE
False Memory,FALSE,Koontz,Dean R.,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Dean R. Koontz,FALSE
Anansi Boys,FALSE,Gaiman,Neil,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Neil Gaiman,FALSE
The Devil Crept In,FALSE,Ahlborn,Ania,,,Paper,Mainstream,Like New,1/5/2025,Bookstore,Various,V-BAG-1,,$3.75,,,Ania Ahlborn,FALSE
The Last Kids on Earth and the Cosmic Beyond,FALSE,Braller,Max,The Last Kids on Earth,,Hard,YA/Nostalgia,Like New,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Max Braller,FALSE
Scariest. Book. Ever.,TRUE,Stine,R.L.,Goosebumps: House of Shivers,1,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,R.L. Stine,FALSE
When the Wind Blows,FALSE,Saul,John,,,Paper,PFH/Vintage,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.00,,,John Saul,FALSE
A Simple Plan,FALSE,Smith,Scott,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Scott Smith,FALSE
Eight Tales of Terror,TRUE,Poe,Edgar Allen,,,Paper,Mainstream,Like New,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Edgar Allen Poe,FALSE
Koko,FALSE,Straub,Peter,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Peter Straub,FALSE
Prince Lestat and the Realms of Atlantis,FALSE,Rice,Anne,,,Paper,Mainstream,Like New,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Anne Rice,FALSE
Interview with the Vixen,FALSE,Barrow,Rebecca,,,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Rebecca Barrow,FALSE
The Queen of the Damned,FALSE,Rice,Anne,,,Hard,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Anne Rice,FALSE
Merrick,FALSE,Rice,Anne,,,Hard,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Anne Rice,FALSE
The Throat,FALSE,Straub,Peter,,,Hard,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Peter Straub,FALSE
Black Wood Farm,FALSE,Rice,Anne,,,Hard,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.99,,,Anne Rice,FALSE
Grave Peril,FALSE,Butcher,Jim,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Jim Butcher,FALSE
Blood Rites,FALSE,Butcher,Jim,,,Paper,Mainstream,Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Jim Butcher,FALSE
The Haunting,TRUE,Duga,Lindsey,,,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.75,,,Lindsey Duga,FALSE
Guest,FALSE,Hahn,Mary Downing,,,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.95,,,Mary Downing Hahn,FALSE
Blood Communion,FALSE,Rice,Anne,,,Paper,Mainstream,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Anne Rice,FALSE
The Solution,FALSE,Applegate,K.A.,,,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.80,,,K.A. Applegate,FALSE
Deep and Dark and Dangerous,FALSE,Hahn,Mary Downing,,,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.60,,,Mary Downing Hahn,FALSE
More Scary Stories to Tell in the Dark,TRUE,Schwartz,Alvin,,,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.75,,,Alvin Schwartz,FALSE
Super Scary Stories for Sleep-Overs,FALSE,Pearce,Q.L.,,,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$1.29,,,Q.L. Pearce,FALSE
Scary Stories to Tell in the Dark,FALSE,Schwartz,Alvin,,,Paper,YA/Nostalgia,Very Good,1/5/2025,Bookstore,Various,V-BAG-1,,$2.05,,,Alvin Schwartz,FALSE
Sharp Objects,FALSE,Flynn,Gillian,,,Paper,Mainstream,Very Good,1/8/2025,Library,Del Webb Library,DW-26-01-08-LS,,$0.14,,,Gillian Flynn,FALSE
Heart-Shaped Box,TRUE,Hill,Joe,,,Paper,Mainstream,Very Good,1/8/2025,Library,Del Webb Library,DW-26-01-08-LS,,$0.14,,,Joe Hill,FALSE
The Troop,TRUE,Cutter,Nick,,,Paper,Mainstream,Very Good,1/8/2025,Library,Del Webb Library,DW-26-01-08-LS,,$0.14,,,Nick Cutter,FALSE
Survive the Night,TRUE,Sager,Riley,,,Paper,Mainstream,Very Good,1/8/2025,Library,Del Webb Library,DW-26-01-08-LS,,$0.14,,,Riley Sager,FALSE
Hideaway,FALSE,Koontz,Dean R.,,,Paper,Mainstream,Good,1/8/2025,Library,Del Webb Library,DW-26-01-08-LS,,$0.14,,,Dean R. Koontz,FALSE
The Stranger Beside Me,TRUE,Rule,Anne,,,Paper,Mainstream,Good,1/8/2025,Library,Del Webb Library,DW-26-01-08-LS,,$0.14,,,Anne Rule,FALSE
"10,000 Ghost Stories",FALSE,Weber,Lisa K.,,,Hard,YA/Nostalgia,Very Good,,,,,,$1.00,,,Lisa K. Weber,FALSE
Stolen Children,FALSE,Kehret,Peg,,,Paper,YA/Nostalgia,Good,,,,,,$1.00,,,Peg Kehret,FALSE
The Only One Left,TRUE,Sager,Riley,,,Paper,Mainstream,Good,,,,,,$0.25,,,Riley Sager,FALSE
Haunted America,FALSE,Authors,Various,,,Paper,YA/Nostalgia,Good,,,,,,$1.00,,,Various Authors,FALSE
The Night Gardener,FALSE,Auxier,Jonathan,,,Paper,YA/Nostalgia,Very Good,,,,,,$1.00,,,Jonathan Auxier,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
,FALSE,,,,,,,,,,,,,,,,,FALSE
